location,listing_title,price,date_created,agent_name,internal_features,external_features,nearby,link
 Nyali,5 Bed Villa with En Suite at Nyali,43000000.0,2023-05-24,Benford Homes,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, Parking, Staff Quarters, Electric Fence, Borehole, CCTV, Garden, Wheelchair Access","Hospital, Shopping Centre, School",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-nyali-area-3553881
 Kiserian,3 Bed Villa with En Suite in Kiserian,6100000.0,2023-05-24,Litana Investments,"En Suite, Walk In Closet","Balcony, Garden, Parking","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kiserian-3553443
 Chalbi Drive,4 Bed House with En Suite at Chalbi Drive,66000000.0,2023-05-24,Coral Property International Ltd,"En Suite, Alarm, Walk In Closet, Service Charge Included","Electric Fence, Parking, Garden",Sea View,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-1-27911
 Lavington Green,4 Bed Villa with En Suite at Lavington Green,68000000.0,2023-06-25,Lavington Property Management,"Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Service Charge Included, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-1-3601971
 Limuru Road,6 Bed House with En Suite at Limuru Road,55000000.0,2023-05-12,Isebania Management Systems,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV,  , Electric Fence, Garden, Gym, Parking, Staff Quarters, Wheelchair Access","Bus Stop,  Golf Course, Hospital, Scenic View, Shopping Centre",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-tigoni-3587872
a,4 Bed House with Garden in Langata,26000000.0,2022-11-16,Pam Golding Properties,"Garden, Parking","Bus Stop, Hospital, School",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3519856
 Ridgeways,5 Bed House with En Suite in Ridgeways,90000000.0,2023-07-05,Geoscape Global Limited,"Alarm, Backup Generator, En Suite, Fibre Internet","Garden, Borehole, Staff Quarters, Parking, BBQ, Balcony","Bus Stop, Shopping Centre, Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ridgeways-3613138
 Mugutha,4 Bed House with En Suite at Mugutha,17000000.0,2023-06-02,Sapien Settlements,"Alarm, En Suite","Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3576766
 Runda,5 Bed Townhouse with Garden in Runda,150000000.0,2023-05-01,Spacetech Enterprises,"Staff Quarters, Parking, Garden, Borehole, Electric Fence, Balcony, BBQ",nan,nan,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3583439
e,5 Bed House with En Suite in Garden Estate,70000000.0,2023-07-03,Afrique Properties Limited,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Staff Quarters, Parking","Bus Stop, Golf Course, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-1-3550683
gton,5 Bed Townhouse with En Suite in Lavington,75000000.0,2023-07-01,Leti Realty Limited,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet,  Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3598491
 Runda,5 Bed House with En Suite in Runda,200000000.0,2023-05-13,Exceptional Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3582892
 Casuarina,3 Bed House with En Suite at Casuarina,12999000.0,2023-06-09,Wemark,"Alarm, En Suite, Fibre Internet, Serviced","CCTV, Balcony, BBQ, Electric Fence, Garden, Wheelchair Access, Staff Quarters, Parking, Gym","Bus Stop, Hospital, Golf Course, Shopping Centre, Scenic View, School, Sea View",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malindi-3606119
gton,5 Bed Townhouse with En Suite in Lavington,85000000.0,2023-06-17,Marini Homes,"En Suite, Fibre Internet, Walk In Closet","CCTV, Electric Fence, Wheelchair Access, Garden, Staff Quarters, Parking, Balcony","Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3608205
a Rongai,5 Bed House with En Suite in Ongata Rongai,21000000.0,2023-06-27,Leilach Properties,"En Suite, Fibre Internet, Walk In Closet","Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ongata-rongai-1-3600362
 Nyali Area,2 Bed House with En Suite in Nyali Area,25000000.0,2023-04-19,Furaha Properties,"Aircon, Alarm, Walk In Closet, En Suite, Fibre Internet","Electric Fence, Staff Quarters, Swimming Pool, Borehole, CCTV, BBQ, Garden","Bus Stop, Sea View, Hospital, School",https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-nyali-area-3463931
 Nyari,5 Bed House with En Suite in Nyari,150000000.0,2023-07-06,Glo Realtors,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyari-3612720
 Runda,4 Bed Villa with En Suite in Runda,130000000.0,2023-05-24,Splendor Holdings,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included","Balcony, BBQ, CCTV, Borehole, Electric Fence, Garden, Wheelchair Access, Swimming Pool, Gym, Staff Quarters, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3591177
gton,5 Bed House with En Suite in Lavington,43000000.0,2023-01-31,Tysons Limited,"En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Borehole, Garden, Parking, Staff Quarters, Swimming Pool","Bus Stop, Hospital, Golf Course, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3578460
 Kyuna,6 Bed House with En Suite in Kyuna,290000000.0,2023-06-07,Savvy Caretaker,"Serviced, Backup Generator, En Suite, Furnished","Gym, Balcony, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Garden",Scenic View,https://www.buyrentkenya.com/listings/furnished-6-bedroom-house-for-sale-kyuna-3605366
 Nairobi,5 Bed House with En Suite at Nairobi,105000000.0,2023-04-01,Fit Property,"En Suite, Backup Generator","Gym, CCTV, Swimming Pool, Garden",nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3514152
 Redhill Road Rosslyn,4 Bed House with En Suite at Redhill Road Rosslyn,100000000.0,2023-06-18,Fab Real Estate,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-rosslyn-1-3592969
e,4 Bed House with En Suite at Fourways Junction Estate,30000000.0,2023-06-16,Apogee Realty Homes,"En Suite, Fibre Internet","Garden, Parking, Staff Quarters, Electric Fence, Borehole","Bus Stop, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-1-3465029
a Rongai,4 Bed House with En Suite in Ongata Rongai,12000000.0,2023-05-24,Litana Investments,"Alarm, En Suite, Walk In Closet","Balcony, Garden, Parking, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3553901
a,4 Bed House with En Suite in Langata,20000000.0,2022-11-16,Pam Golding Properties,En Suite,Parking,"Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3524789
 Nyali,7 Bed House with En Suite at Nyali,135000000.0,2023-05-24,Benford Homes,"Aircon, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden","Bus Stop, Golf Course, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-nyali-area-3569372
 Ukunda,3 Bed House with En Suite in Ukunda,5250000.0,2023-06-20,Mizizi Africa Homes,"En Suite, Walk In Closet,  , Serviced","Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ukunda-1-3568723
 Kiambu Road,4 Bed House with En Suite in Kiambu Road,46250000.0,2023-06-30,FAPCL Group,"En Suite, Walk In Closet, Backup Generator","Balcony, Garden, Electric Fence, Borehole, CCTV",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-7-3425630
 Kamulu,3 Bed House with En Suite at Kamulu,5999000.0,2023-05-24,CASTLE VILLAS LIMITED,"En Suite, Walk In Closet, Fibre Internet, Backup Generator, Alarm, Serviced","Electric Fence, Borehole, Garden, BBQ,  CCTV, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre, Golf Course",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kamulu-3554950
 Kiserian,3 Bed House with Garden in Kiserian,5800000.0,2023-05-24,Litana Investments,Walk In Closet,"Garden, Parking","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiserian-3553753
 Kilimani,4 Bed Townhouse with En Suite in Kilimani,29000000.0,2023-05-31,Glo Realtors,"Fibre Internet, Walk In Closet, En Suite, Alarm","Parking, Garden, Balcony, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, School, Golf Course",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-3483459
gton,4 Bed Townhouse with En Suite in Lavington,61000000.0,2023-07-01,Leti Realty Limited,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3564432
 Karen,5 Bed House with En Suite in Karen,75000000.0,2023-05-29,Skybraze homes,En Suite,Parking,nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3599819
hi Ridge,5 Bed House with En Suite at Bagathi Ridge,120000000.0,2023-07-01,Mapema Properties,"En Suite, Service Charge Included, Walk In Closet","Balcony, Garden, Staff Quarters","Bus Stop, Hospital, School, Scenic View, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3585449
gton,5 Bed House with En Suite in Lavington,60000000.0,2023-05-24,Pam Golding Properties,En Suite,Parking,nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3590648
gton,6 Bed Townhouse with En Suite in Lavington,121000000.0,2023-05-13,Sphere Real Estate,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3599520
di,4 Bed Villa with En Suite in Malindi,20000000.0,2023-04-19,Furaha Properties,"En Suite, Walk In Closet, Fibre Internet, Service Charge Included","Garden, BBQ, Wheelchair Access, CCTV, Parking, Electric Fence, Borehole, Swimming Pool","Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-malindi-3522931
 Loresho Ridge,5 Bed House with En Suite at Loresho Ridge,120000000.0,2023-06-26,Nairobi Royal Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included","Wheelchair Access, Garden, Electric Fence, Swimming Pool, Staff Quarters, CCTV, BBQ, Parking, Gym, Balcony","Shopping Centre, Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-1-3593005
 Parkwood Villas,4 Bed Townhouse with En Suite at Parkwood Villas,18000000.0,2023-04-20,Crystal Valuers LTD,"En Suite, Backup Generator, Alarm, Walk In Closet","Balcony, Garden, Electric Fence, Borehole, CCTV, Parking, Staff Quarters, Wheelchair Access","School, Hospital, Bus Stop",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-syokimau-2-3457497
 Ruiru,4 Bed Townhouse with En Suite at Ruiru,15000000.0,2023-06-19,Civet Africa Ltd,"Alarm, En Suite","Balcony, Parking",nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-eastern-bypass-3608633
e Phase 1,4 Bed Townhouse with Borehole at Edenville Estate Phase 1,34000000.0,2023-04-20,Crystal Valuers LTD,Borehole,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3495098
 Runda,5 Bed House with En Suite in Runda,111000000.0,2023-07-01,Geoscape Global Limited,"Alarm, Backup Generator, En Suite, Fibre Internet","Balcony, BBQ, Parking, Staff Quarters, Swimming Pool, Borehole, Garden","School, Hospital, Bus Stop, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3612091
 Syokimau,5 Bed House with En Suite at Syokimau,15500000.0,2023-06-26,The Manis Real Estate,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV,  , Electric Fence, Borehole, Garden, Staff Quarters, Parking, Gym","Bus Stop,  Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-mombasa-road-3562129
 Kanamai,3 Bed House with En Suite at Kanamai,32000000.0,2023-04-19,Furaha Properties,"Aircon, En Suite, Fibre Internet, Walk In Closet","CCTV, Parking, Electric Fence, Borehole, BBQ, Balcony, Garden","Bus Stop, Sea View, Hospital, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kikambala-3470371
e,3 Bed Villa with En Suite at La-Marina Estate,36000000.0,2023-07-06,BLISS HOMES,"Aircon, Fibre Internet, Alarm, En Suite","Balcony, CCTV, Borehole, Wheelchair Access, Swimming Pool, Parking, Garden, Electric Fence, BBQ","Bus Stop, Hospital, School, Scenic View",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-mtwapa-1-3510166
 Rift Valley Lodge,2 Bed House with En Suite at Greenpark Great Rift Valley Lodge,82000000.0,2023-06-05,Ryden International,En Suite,"Parking, Staff Quarters, Garden","Scenic View, Sea View",https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-naivasha-3555113
 Nyali,4 Bed House with En Suite at Nyali,75000000.0,2023-07-02,Benford Homes,"Aircon, Alarm, En Suite, Walk In Closet","Balcony, Garden, CCTV, Parking, Electric Fence, Staff Quarters, Borehole, Swimming Pool","Golf Course, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3478421
or in Rhapta Road,5 Bed House with Backup Generator in Rhapta Road,48000000.0,2023-05-24,Coral Property International Ltd,Backup Generator,Parking,Shopping Centre,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-rhapta-road-3575281
 Kileleshwa,5 Bed Townhouse with En Suite in Kileleshwa,55000000.0,2023-07-05,Geoscape Global Limited,"Alarm, Backup Generator, En Suite, Fibre Internet","Garden, Borehole, Staff Quarters,  , Parking, BBQ, Balcony","Bus Stop, Shopping Centre, Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3613099
 Nyali Area,5 Bed Townhouse in Nyali Area,38000000.0,2023-05-24,Benford Homes,nan,nan,nan,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nyali-area-3463596
 Rongai,5 Bed House with En Suite at Rongai,16000000.0,2023-07-06,Caal Real Estate,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet","BBQ, CCTV, Borehole, Garden, Wheelchair Access, Staff Quarters, Parking","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ongata-rongai-3613532
 Denis Prit Road.,1 Bed House with En Suite at Denis Prit Road.,6900000.0,2023-07-08,Ace Realtors Limited,"Aircon, Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet","Balcony, BBQ, Parking, CCTV, Electric Fence, Wheelchair Access, Gym","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/1-bedroom-house-for-sale-kilimani-3613792
 Links Road,4 Bed House with En Suite at Links Road,120000000.0,2023-05-30,Benford Homes,"En Suite, Furnished, Aircon, Alarm, Walk In Closet, Service Charge Included","Balcony, Garden, Borehole",Sea View,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-nyali-area-10107
go,5 Bed Villa in Kizingo,150000000.0,2023-04-19,Furaha Properties,nan,nan,nan,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kizingo-8-3419658
e.,5 Bed Townhouse with En Suite at Lavington Estate.,50000000.0,2023-07-08,Ace Realtors Limited,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet","Balcony, BBQ, Parking, CCTV, Electric Fence, Wheelchair Access, Borehole","Bus Stop, Shopping Centre, Hospital, School, Scenic View",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3613905
 Maitei,4 Bed Villa with En Suite at Maitei,9500000.0,2023-05-24,The Address Posh Homes,"En Suite, Walk In Closet","Balcony, Parking","Bus Stop, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-meru-3600818
gton,5 Bed Townhouse with En Suite in Lavington,55000000.0,2023-07-08,Sarabi Realty Ltd,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet","Balcony, Gym, Parking, BBQ, Staff Quarters, CCTV, Electric Fence,  Borehole, Wheelchair Access, Garden","School, Scenic View, Hospital, Bus Stop, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3614064
 Syokimau,4 Bed House with En Suite in Syokimau,33000000.0,2023-07-04,Dakima Home International,"Alarm,  , En Suite, Fibre Internet, Walk In Closet","Balcony, Electric Fence, Garden, Parking, Borehole, Staff Quarters","School, Hospital",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-syokimau-1-3512988
 Thika,4 Bed Townhouse in Thika,13000000.0,2023-06-29,Cloud Real Estate,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-thika-21-3404356
ta Road,3 Bed House with En Suite at Kenyatta Road,7700000.0,2023-06-13,MK PROPERTIES,"En Suite, Serviced","Balcony, BBQ, Electric Fence, Garden, Parking, Wheelchair Access, Borehole","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-1-3581945
